,Perf_Week,Perf_Month,Perf_Quarter,Perf_Half_Year,Perf_Year,Analyst_Mean_Target_Price,Current_Stock_Price
3242,,,,,,,
3243,,,,,,,
3244,2.18%,7.88%,30.47%,33.81%,52.84%,-,342.40
3245,,,,,,,
3246,2.16%,2.46%,-14.79%,-23.98%,-10.82%,28.00,17.20
3247,,,,,,,
3248,,,,,,,
3249,,,,,,,
3250,0.31%,-,-,-,-,-,9.74
3251,,,,,,,
3252,,,,,,,
3253,-13.09%,-21.08%,-51.31%,-84.21%,137.84%,-,3.73
3254,,,,,,,
3255,,,,,,,
3256,,,,,,,
3257,0.20%,0.00%,0.00%,-20.22%,-,-,9.94
3258,,,,,,,
3259,-12.64%,-34.44%,-33.81%,-50.83%,-63.96%,-,0.70
3260,-14.62%,-27.67%,-23.96%,-12.86%,40.77%,-,5.64
3261,,,,,,,
3262,,,,,,,
3263,3.02%,5.85%,6.14%,7.09%,21.90%,42.00,38.46
3264,3.65%,15.24%,-7.49%,-20.67%,-25.22%,30.20,29.79
3265,-6.81%,-0.80%,-14.80%,-11.82%,-44.69%,35.50,17.79
3266,-13.74%,-35.43%,-55.16%,-64.01%,-,10.00,1.14
3267,-0.98%,-11.21%,-22.16%,-45.03%,-35.46%,9.50,4.11
3268,,,,,,,
3269,3.18%,-10.11%,46.23%,49.99%,131.79%,342.16,303.15
3270,26.44%,11.86%,-13.20%,-62.92%,-74.81%,-,3.24
3271,-20.58%,-40.02%,-46.58%,-40.66%,94.05%,-,5.85
3272,-1.58%,-0.83%,-12.04%,-37.41%,-37.67%,71.80,42.37
3273,,,,,,,
3274,0.94%,-14.40%,-35.15%,-53.88%,-65.15%,3.25,1.02
3275,,,,,,,
3276,,,,,,,
3277,,,,,,,
3278,-1.61%,-10.70%,-7.62%,2.74%,12.60%,41.67,45.03
3279,,,,,,,
3280,,,,,,,
3281,,,,,,,
3282,4.23%,2.63%,12.01%,4.30%,2.39%,50.60,44.20
3283,,,,,,,
3284,-4.75%,-4.65%,-15.03%,-22.18%,-20.56%,-,9.05
3285,3.74%,2.71%,-16.82%,-5.69%,5.31%,61.55,48.79
3286,,,,,,,
3287,1.82%,-3.17%,-5.34%,-3.72%,34.06%,-,6.71
3288,3.09%,8.36%,25.72%,7.48%,34.84%,24.00,18.81
3289,-1.22%,4.62%,-3.62%,-6.66%,25.00%,-,24.43
3290,5.69%,21.88%,-9.58%,-44.85%,-48.85%,11.50,5.60
3291,,,,,,,
3292,0.47%,7.37%,10.55%,10.04%,117.71%,21.50,21.25
3293,,,,,,,
3294,,,,,,,
3295,,,,,,,
3296,-7.98%,-7.41%,-21.88%,-56.52%,16.28%,13.25,4.50
3297,-6.03%,-7.34%,-32.99%,-27.58%,-37.80%,50.18,33.98
3298,4.12%,12.25%,4.64%,-0.11%,14.70%,55.00,46.38
3299,,,,,,,
3300,-5.12%,-10.94%,-17.05%,41.17%,28.09%,16.00,8.96
3301,-13.42%,-37.90%,-37.06%,-51.01%,-54.38%,-,0.47
3302,-8.13%,-17.18%,-30.08%,-37.36%,-27.23%,13.42,5.93
3303,-0.87%,-28.18%,-,-,-,31.33,15.18
3304,-0.55%,12.55%,16.20%,14.23%,12.08%,7.00,5.43
3305,,,,,,,
3306,3.65%,1.81%,3.16%,13.88%,43.24%,99.85,92.49
3307,,,,,,,
3308,4.12%,4.40%,7.03%,6.78%,24.34%,-,31.72
3309,3.22%,12.50%,24.83%,18.92%,23.96%,34.88,33.76
3310,5.56%,3.20%,-5.95%,-2.04%,17.05%,27.20,22.77
3311,,,,,,,
3312,-8.71%,-15.76%,-27.62%,-45.30%,-62.14%,16.25,2.68
3313,-20.65%,-25.90%,-66.67%,-63.06%,-77.84%,16.00,1.28
3314,-15.93%,-11.63%,-51.90%,-71.34%,-60.17%,5.88,1.95
3315,,,,,,,
3316,,,,,,,
3317,-8.46%,-14.31%,-45.74%,-62.25%,-,22.20,9.28
3318,,,,,,,
3319,,,,,,,
3320,3.16%,0.88%,2.32%,4.02%,20.92%,13.88,13.69
3321,,,,,,,
3322,0.10%,-0.20%,-0.10%,0.72%,-,-,9.73
3323,-6.96%,-10.83%,-22.46%,-52.02%,-60.95%,4.38,1.07
3324,-0.50%,-0.20%,-,-,-,-,9.98
3325,,,,,,,
3326,,,,,,,
3327,,,,,,,
3328,-12.37%,-51.35%,-27.42%,-48.09%,133.95%,-,10.60
3329,-13.08%,-30.25%,-46.70%,-73.10%,-83.53%,8.67,1.13
3330,11.29%,10.76%,26.15%,52.62%,150.41%,19.20,18.64
3331,-0.34%,-2.96%,-3.28%,-39.18%,-49.62%,-,2.92
3332,4.01%,3.44%,-5.21%,-12.42%,25.25%,31.91,22.69
3333,,,,,,,
3334,,,,,,,
3335,-17.96%,-47.17%,-75.26%,-74.82%,-,30.33,4.24
3336,,,,,,,
3337,0.05%,-4.94%,-4.26%,0.09%,37.89%,187.67,150.94
3338,0.34%,-11.52%,4.66%,-29.30%,40.38%,4.64,3.03
3339,-7.31%,-10.02%,-6.42%,-10.11%,-,16.00,9.25
3340,10.81%,7.21%,-11.77%,-11.24%,-12.12%,16.00,9.25
3341,7.05%,6.23%,26.32%,-15.74%,-17.41%,11.57,8.32
3342,,,,,,,
3343,6.46%,21.11%,14.44%,22.33%,27.99%,87.60,85.86
3344,4.88%,-3.42%,-6.88%,-45.29%,-38.75%,17.44,10.24
3345,-14.87%,-38.35%,-52.45%,-69.60%,-69.39%,2.75,1.00
3346,,,,,,,
3347,,,,,,,
3348,-0.10%,-0.41%,0.62%,-0.41%,-,-,9.72
3349,1.51%,-9.60%,-21.04%,-24.52%,20.00%,15.33,9.58
3350,,,,,,,
3351,-0.41%,0.31%,0.93%,1.03%,-,-,9.85
3352,,,,,,,
3353,,,,,,,
3354,1.45%,4.28%,3.31%,-5.43%,17.01%,12.50,11.22
3355,4.75%,1.64%,-2.83%,-5.18%,0.40%,63.57,57.31
3356,,,,,,,
3357,0.30%,-0.69%,-,-,-,-,10.05
3358,0.99%,-3.49%,-6.04%,-0.49%,33.99%,18.75,16.29
3359,2.24%,3.81%,1.71%,2.71%,31.04%,49.00,44.15
3360,3.13%,6.31%,5.67%,3.81%,13.19%,13.70,14.12
3361,7.96%,5.75%,28.26%,11.33%,14.91%,40.00,31.50
3362,-2.75%,6.73%,-21.07%,-26.62%,-15.01%,30.85,22.02
3363,0.27%,-5.81%,-17.11%,-40.61%,-29.76%,-,1.90
3364,,,,,,,
3365,,,,,,,
3366,4.96%,7.81%,12.78%,30.14%,48.94%,169.33,176.58
3367,,,,,,,
3368,2.90%,9.23%,-22.83%,-43.43%,-63.59%,-,1.45
3369,,,,,,,
3370,,,,,,,
3371,,,,,,,
3372,0.22%,-0.02%,0.58%,1.62%,26.71%,57.00,55.35
3373,,,,,,,
3374,3.31%,4.81%,2.68%,14.10%,-19.22%,51.00,31.14
3375,,,,,,,
3376,4.54%,7.11%,-15.23%,-22.23%,-3.85%,64.53,53.39
3377,4.60%,1.16%,7.13%,3.78%,17.81%,-,30.39
3378,,,,,,,
3379,-10.75%,-35.31%,-52.04%,-38.99%,-61.90%,-,0.98
3380,4.61%,9.16%,15.22%,38.60%,92.77%,54.40,49.74
3381,,,,,,,
3382,-2.30%,-5.31%,10.23%,9.95%,49.39%,45.55,31.21
3383,-1.11%,-1.42%,5.62%,-1.16%,11.85%,-,18.90
3384,5.38%,8.64%,-4.90%,-3.20%,-2.55%,30.85,21.92
3385,-9.96%,-38.64%,-46.84%,-57.23%,-84.45%,-,4.93
3386,8.46%,7.84%,38.28%,45.75%,78.29%,132.71,137.75
3387,5.89%,-1.79%,7.26%,-8.17%,18.01%,-,67.00
3388,2.74%,2.94%,15.98%,12.06%,47.85%,240.36,231.80
3389,-19.40%,-36.33%,-54.76%,-60.12%,-77.84%,2.67,0.61
3390,-18.26%,-28.11%,-32.89%,-52.51%,-68.28%,44.25,15.57
3391,-5.61%,-12.17%,-48.99%,18.67%,20.11%,-,1.03
3392,,,,,,,
3393,,,,,,,
3394,3.82%,0.43%,8.24%,19.44%,62.59%,224.86,209.73
3395,,,,,,,
3396,-5.21%,-1.26%,-16.33%,-20.68%,-9.40%,150.89,94.33
3397,1.86%,-4.57%,-2.24%,-16.29%,8.74%,-,58.20
3398,0.30%,-3.20%,-2.12%,2.19%,14.48%,41.00,36.03
3399,-4.66%,-9.52%,-23.12%,-47.53%,-30.73%,5.38,2.78
3400,,,,,,,
3401,6.71%,-5.63%,-23.86%,-34.18%,-2.49%,17.50,9.42
3402,,,,,,,
3403,,,,,,,
3404,5.24%,3.74%,-2.34%,-8.13%,-3.74%,-,42.22
3405,-0.23%,-0.01%,-1.00%,-4.63%,3.64%,-,212.10
3406,,,,,,,
3407,1.04%,-1.56%,-8.13%,-24.84%,17.87%,-,12.69
3408,0.30%,-0.62%,0.20%,0.20%,-,-,9.79
3409,,,,,,,
3410,,,,,,,
3411,,,,,,,
3412,3.06%,-15.15%,55.41%,56.35%,-,21.60,16.30
3413,,,,,,,
3414,-7.61%,27.81%,-20.80%,-17.25%,-22.19%,25.86,14.38
3415,1.21%,-19.92%,-26.21%,-55.07%,-19.85%,56.00,28.47
3416,6.10%,5.67%,-27.70%,-43.45%,-63.52%,21.57,5.20
3417,,,,,,,
3418,,,,,,,
3419,,,,,,,
3420,-1.73%,-29.94%,-39.42%,-68.92%,-76.24%,-,0.36
3421,0.00%,-0.51%,0.83%,-1.62%,-,-,9.74
3422,,,,,,,
3423,,,,,,,
3424,-2.70%,-3.17%,-13.70%,-15.71%,9.07%,-,3.95
3425,0.93%,-8.03%,1.92%,15.59%,15.01%,673.36,617.07
3426,,,,,,,
3427,,,,,,,
3428,,,,,,,
3429,,,,,,,
3430,-12.37%,-29.65%,-51.35%,47.51%,49.70%,-,5.12
3431,,,,,,,
3432,,,,,,,
3433,-0.50%,-0.58%,-10.74%,-13.43%,-10.37%,121.18,84.14
3434,-6.31%,4.00%,-35.50%,-74.03%,-62.45%,10.67,4.35
3435,,,,,,,
3436,-0.08%,-3.77%,-10.02%,-35.98%,-54.16%,52.64,24.44
3437,,,,,,,
3438,,,,,,,
3439,,,,,,,
3440,,,,,,,
3441,-2.08%,-1.31%,-13.13%,-15.66%,4.14%,4.81,3.77
3442,,,,,,,
3443,,,,,,,
3444,,,,,,,
3445,,,,,,,
3446,0.98%,-3.18%,-9.46%,-21.22%,3.15%,28.00,21.66
3447,,,,,,,
3448,3.69%,4.07%,-3.39%,-6.49%,27.56%,31.91,22.98
3449,1.53%,-9.67%,-0.98%,-21.88%,51.22%,27.75,27.70
3450,,,,,,,
3451,-,-,-,-,-,-,2.73
3452,,,,,,,
3453,,,,,,,
3454,3.12%,-0.67%,-12.88%,-25.90%,-43.28%,17.14,6.20
3455,0.57%,13.66%,24.88%,6.81%,-2.58%,20.00,17.89
3456,-11.58%,-24.63%,-34.57%,-62.32%,-64.23%,4.75,0.90
3457,,,,,,,
3458,-8.38%,-59.09%,-72.80%,-71.40%,-82.87%,-,3.10
3459,0.27%,-5.74%,-6.17%,1.34%,50.27%,-,11.32
3460,0.10%,-1.02%,0.41%,-0.10%,-,-,9.75
3461,,,,,,,
3462,-0.74%,-2.95%,-44.51%,-53.30%,-76.96%,67.40,16.00
3463,,,,,,,
3464,2.37%,-2.04%,5.72%,16.99%,30.43%,292.67,255.45
3465,2.13%,-5.09%,-11.20%,25.91%,60.96%,-,10.10
3466,,,,,,,
3467,,,,,,,
3468,,,,,,,
3469,,,,,,,
3470,,,,,,,
3471,4.03%,10.25%,6.85%,21.73%,61.31%,40.00,35.83
3472,,,,,,,
3473,0.22%,-7.80%,-9.67%,-20.06%,35.99%,24.00,14.11
3474,1.89%,0.07%,8.82%,3.81%,30.58%,133.53,120.21
3475,,,,,,,
3476,,,,,,,
3477,2.74%,3.87%,2.90%,-3.42%,26.21%,28.98,26.36
3478,0.89%,-2.72%,2.27%,0.38%,-0.99%,-,26.00
3479,9.40%,10.03%,42.97%,39.98%,108.98%,143.50,143.78
3480,,,,,,,
3481,-0.07%,-28.08%,-15.20%,-28.17%,-35.33%,56.82,27.88
3482,-3.71%,-18.31%,-47.93%,-58.75%,-40.65%,36.00,4.18
3483,-19.79%,-20.99%,-24.70%,-27.82%,27.42%,268.00,149.89
3484,,,,,,,
3485,-7.89%,-16.07%,-32.56%,-64.68%,-53.63%,119.33,80.99
3486,,,,,,,
3487,,,,,,,
3488,,,,,,,
3489,4.60%,28.53%,109.68%,44.44%,-53.33%,-,4.58
3490,,,,,,,
3491,-0.35%,-12.55%,-16.77%,-36.29%,-,63.39,44.37
3492,0.62%,-6.71%,-14.20%,-15.25%,1.70%,49.00,32.57
3493,5.01%,-45.81%,-62.82%,-87.72%,-76.27%,17.00,3.61
3494,-7.64%,-8.04%,-9.65%,-,-,38.50,19.68
3495,6.61%,-33.18%,-43.31%,-9.38%,42.98%,-,66.00
3496,-3.93%,-18.72%,17.00%,-6.37%,-22.47%,25.00,12.87
3497,,,,,,,
3498,7.43%,4.85%,-31.97%,-,-,-,20.78
3499,,,,,,,
3500,,,,,,,
3501,5.68%,-3.62%,-2.83%,-10.51%,6.54%,14.00,12.99
3502,-13.85%,-35.03%,-24.93%,-48.72%,-40.04%,12.00,2.73
3503,6.39%,9.38%,50.37%,80.07%,117.72%,64.26,68.92
3504,5.56%,-4.87%,28.31%,30.22%,71.69%,15.00,13.25
3505,,,,,,,
3506,1.43%,2.95%,-2.02%,-8.33%,0.52%,123.17,93.05
3507,,,,,,,
3508,2.18%,2.04%,6.37%,12.26%,36.30%,8.14,7.49
3509,,,,,,,
3510,7.84%,5.64%,5.16%,-0.90%,110.13%,23.00,23.56
3511,-15.97%,-20.63%,-51.22%,-70.59%,-81.45%,14.00,1.01
3512,,,,,,,
3513,4.96%,-11.32%,-10.00%,-30.66%,-41.29%,-,9.40
3514,,,,,,,
3515,2.06%,6.59%,4.25%,7.05%,20.46%,27.06,22.25
3516,-0.40%,-0.20%,0.51%,-,-,-,9.98
3517,,,,,,,
3518,-1.84%,-2.38%,-2.58%,-0.30%,-3.26%,-,23.05
3519,-5.58%,1.23%,-34.91%,-53.46%,-67.13%,21.14,6.91
3520,-12.90%,-20.12%,-54.85%,-61.32%,-92.19%,4.00,1.37
3521,-3.77%,-17.45%,-25.29%,-19.65%,-25.94%,-,5.32
3522,,,,,,,
3523,,,,,,,
3524,-3.61%,1.02%,3.81%,21.70%,23.54%,-,28.66
3525,8.31%,0.82%,-,-,-,34.82,28.52
3526,-0.55%,-0.08%,9.88%,1.47%,48.05%,-,22.80
3527,-5.01%,-57.56%,-67.80%,-66.80%,-80.13%,46.25,9.72
3528,1.58%,8.77%,-4.96%,-21.10%,76.35%,27.25,23.08
3529,,,,,,,
3530,-8.54%,-4.53%,-49.63%,-54.51%,-53.16%,34.80,6.88
3531,,,,,,,
3532,,,,,,,
3533,-25.07%,-30.55%,-58.93%,-69.60%,-87.17%,10.33,0.91
3534,,,,,,,
3535,,,,,,,
3536,-7.28%,-18.60%,-32.04%,-49.46%,-42.15%,-,1.39
3537,-10.75%,-18.36%,-35.66%,-64.07%,-61.25%,11.50,2.63
3538,-13.64%,-22.71%,-43.56%,-52.00%,-52.50%,15.50,2.40
3539,5.03%,-8.40%,-4.00%,-17.10%,32.96%,8.40,5.08
3540,3.50%,2.08%,-8.58%,-32.85%,-17.53%,30.67,17.02
3541,2.55%,2.99%,2.48%,1.54%,12.15%,15.50,14.21
3542,,,,,,,
3543,,,,,,,
3544,-3.00%,-3.50%,-36.55%,-47.55%,-30.59%,41.33,23.19
3545,-4.66%,-12.58%,-29.31%,-20.42%,-43.58%,32.67,14.74
3546,,,,,,,
3547,,,,,,,
3548,-1.84%,-7.10%,-20.60%,1.25%,6.12%,28.67,20.17
3549,-5.74%,3.69%,-9.11%,-9.84%,-12.13%,-,10.60
3550,1.31%,22.95%,44.27%,50.28%,98.18%,-,5.61
3551,,,,,,,
3552,1.10%,-10.65%,-20.64%,-3.89%,91.47%,103.00,60.29
3553,,,,,,,
3554,,,,,,,
3555,-6.98%,-6.98%,-21.78%,-13.21%,-14.98%,14.17,8.87
3556,-15.81%,-28.45%,-41.36%,-2.09%,191.76%,33.00,13.36
3557,-11.52%,-14.34%,-27.85%,-50.80%,-12.96%,9.25,2.34
3558,,,,,,,
3559,,,,,,,
3560,-4.37%,-5.84%,-37.65%,-44.71%,28.53%,24.00,9.21
3561,-13.86%,-24.35%,-45.17%,-48.52%,-44.82%,9.00,2.75
3562,5.02%,11.06%,32.11%,2.03%,-1.38%,-,5.02
3563,-0.46%,-6.93%,-5.43%,-21.34%,-38.80%,15.20,6.61
3564,,,,,,,
3565,,,,,,,
3566,,,,,,,
3567,5.08%,4.82%,6.64%,9.32%,51.02%,27.25,25.21
3568,0.66%,2.12%,-10.78%,-7.95%,25.40%,77.17,60.37
3569,,,,,,,
3570,4.67%,-18.25%,-60.28%,-62.79%,-78.83%,5.75,1.10
3571,,,,,,,
3572,,,,,,,
3573,-4.59%,2.97%,15.56%,-6.73%,-65.22%,6.30,2.15
3574,2.44%,4.43%,23.98%,44.27%,66.44%,68.33,71.10
3575,,,,,,,
3576,-7.64%,-7.64%,-37.56%,-46.59%,1.53%,7.00,1.39
3577,,,,,,,
3578,,,,,,,
3579,0.00%,-4.97%,4.78%,0.54%,42.72%,8.75,7.47
3580,,,,,,,
3581,,,,,,,
3582,18.33%,78.47%,57.67%,7.04%,1.49%,50.25,19.43
3583,4.95%,9.93%,13.12%,25.07%,56.47%,704.25,703.07
3584,3.56%,1.83%,-7.04%,-17.54%,35.54%,59.00,39.73
3585,,,,,,,
3586,,,,,,,
3587,-1.82%,-1.82%,3.75%,8.43%,47.95%,10.33,10.86
3588,-12.06%,-26.80%,-36.28%,-43.64%,18.10%,15.67,6.28
3589,-0.32%,-4.92%,14.55%,12.16%,251.14%,17.50,12.30
3590,,,,,,,
3591,,,,,,,
3592,1.09%,1.20%,-2.62%,-2.67%,0.45%,-,17.30
3593,,,,,,,
3594,7.39%,4.51%,30.27%,34.15%,261.15%,155.12,129.49
3595,-8.29%,-10.76%,-35.81%,-34.32%,3.11%,10.75,1.99
3596,,,,,,,
3597,-12.85%,-12.36%,-30.67%,-37.60%,-46.76%,-,1.62
3598,,,,,,,
3599,-18.00%,-,-,-,-,-,2.04
3600,,,,,,,
3601,,,,,,,
3602,-19.78%,-31.88%,-35.78%,-45.45%,101.84%,8.88,4.93
3603,-3.45%,-12.71%,-28.49%,-31.06%,-38.62%,23.50,3.69
3604,,,,,,,
3605,,,,,,,
3606,,,,,,,
3607,-1.84%,0.25%,-3.92%,-8.38%,-14.35%,282.54,228.82
3608,6.30%,1.00%,23.07%,42.16%,85.86%,330.16,358.93
3609,4.10%,0.55%,6.65%,3.80%,11.57%,20.33,18.23
3610,3.56%,1.91%,-2.88%,3.31%,26.96%,15.60,12.73
3611,9.53%,-19.25%,-20.83%,-39.23%,-39.25%,61.80,52.15
3612,-0.05%,-0.36%,0.60%,-1.17%,-,-,9.77
3613,2.08%,-2.54%,-13.48%,-16.55%,-15.89%,-,123.30
3614,-7.46%,-25.53%,-34.54%,-,-,29.50,12.36
3615,1.09%,2.02%,21.02%,19.23%,54.47%,190.56,180.86
3616,,,,,,,
3617,,,,,,,
3618,-9.52%,-9.91%,-40.79%,-63.59%,-5.86%,7.80,2.08
3619,,,,,,,
3620,-4.68%,-7.45%,-46.08%,-63.12%,-84.99%,31.00,5.37
3621,-2.67%,-16.67%,-27.54%,-17.51%,-18.63%,13.50,6.86
3622,,,,,,,
3623,6.50%,3.78%,3.99%,4.85%,8.66%,13.50,10.16
3624,10.71%,13.79%,39.63%,36.21%,94.81%,60.00,58.41
3625,,,,,,,
3626,-7.99%,-6.58%,-39.24%,-81.22%,-90.76%,17.80,6.55
3627,,,,,,,
3628,-11.12%,-35.36%,-64.19%,-56.15%,-41.44%,4.17,1.02
3629,2.01%,-2.16%,-2.88%,-6.26%,4.68%,59.50,48.01
3630,,,,,,,
3631,-4.16%,40.14%,33.82%,153.03%,319.73%,42.75,34.00
3632,11.66%,21.76%,36.81%,22.96%,26.08%,6.70,4.89
3633,,,,,,,
3634,-5.99%,-2.48%,-47.49%,-49.52%,-63.06%,9.20,1.61
3635,,,,,,,
3636,,,,,,,
3637,-5.66%,-6.10%,-22.93%,-17.08%,16.96%,-,4.00
3638,3.18%,10.28%,15.80%,28.99%,83.24%,32.00,28.56
3639,,,,,,,
3640,,,,,,,
3641,-2.67%,-12.71%,-30.40%,-31.06%,-77.21%,-,3.62
3642,-10.08%,-14.71%,-48.21%,-73.58%,-73.93%,10.31,1.31
3643,-9.18%,-11.44%,-22.94%,-37.76%,30.88%,-,1.85
3644,-4.56%,-24.45%,-43.82%,-59.89%,-71.61%,-,3.77
3645,-8.97%,12.99%,-25.94%,-13.96%,-61.49%,32.14,15.91
3646,-11.45%,-21.88%,-9.53%,-13.69%,-38.12%,-,7.47
3647,3.92%,0.84%,0.28%,1.74%,56.24%,51.80,42.87
3648,,,,,,,
3649,,,,,,,
3650,-0.57%,-8.88%,-10.74%,-39.09%,-62.53%,8.62,3.59
3651,,,,,,,
3652,6.77%,5.21%,14.03%,-2.80%,-,26.78,21.21
3653,-0.95%,0.52%,-18.10%,-22.26%,-26.22%,50.83,31.13
3654,,,,,,,
3655,,,,,,,
3656,,,,,,,
3657,3.94%,0.82%,-21.99%,-62.91%,-62.95%,9.50,3.73
3658,,,,,,,
3659,-2.16%,-8.55%,-13.06%,-,-,25.17,13.93
3660,,,,,,,
3661,2.26%,0.13%,-5.84%,-8.46%,-15.29%,63.80,46.94
3662,-6.72%,-33.69%,-26.97%,-35.23%,15.87%,128.83,61.45
3663,-3.37%,-4.55%,-4.83%,-19.44%,38.16%,5.50,3.18
3664,-4.07%,38.56%,127.14%,142.75%,210.24%,8.50,5.94
3665,,,,,,,
3666,,,,,,,
3667,7.27%,0.73%,2.74%,-15.89%,37.67%,4.75,4.13
3668,,,,,,,
3669,-6.39%,-5.15%,-14.39%,-13.81%,15.59%,-,5.92
3670,,,,,,,
3671,-0.10%,-0.10%,65.17%,11.35%,7.25%,11.62,9.91
3672,1.86%,-0.74%,1.12%,-2.22%,-1.05%,55.00,43.71
3673,1.09%,-2.11%,-11.29%,-14.81%,-16.47%,9.00,5.59
3674,5.70%,7.93%,40.42%,77.34%,49.47%,34.25,32.33
3675,-11.80%,-16.19%,-46.67%,-36.89%,263.30%,19.71,8.15
3676,-9.05%,-32.80%,7.46%,-33.30%,145.41%,48.33,26.84
3677,0.77%,5.59%,-21.56%,-31.41%,-56.02%,62.20,23.46
3678,,,,,,,
3679,4.08%,15.53%,16.05%,28.59%,29.30%,56.67,49.37
3680,1.16%,10.71%,1.78%,-13.54%,3.70%,156.15,122.69
3681,,,,,,,
3682,4.32%,-1.50%,-1.22%,10.33%,82.37%,57.00,45.68
3683,,,,,,,
3684,,,,,,,
3685,,,,,,,
3686,5.98%,21.72%,9.68%,2.52%,5.16%,80.42,62.69
3687,,,,,,,
3688,1.94%,-4.69%,6.06%,-16.32%,-29.00%,15.33,12.70
3689,-20.00%,-38.86%,-48.34%,-65.60%,-71.56%,7.00,1.49
3690,4.83%,2.25%,19.14%,51.89%,58.23%,609.31,561.57
3691,,,,,,,
3692,-1.22%,-1.22%,-3.15%,-,-,-,9.74
3693,4.21%,-7.71%,-26.39%,-26.10%,32.50%,6.83,3.73
3694,,,,,,,
3695,-3.33%,5.31%,-11.92%,-36.07%,-29.22%,21.50,4.48
3696,,,,,,,
3697,7.48%,0.34%,10.09%,6.90%,14.59%,9.00,6.08
3698,,,,,,,
3699,,,,,,,
3700,-4.07%,-10.80%,-35.10%,-51.96%,-76.05%,27.38,6.39
3701,0.23%,0.59%,5.69%,13.41%,55.27%,-,17.02
3702,7.58%,1.07%,-4.06%,10.85%,19.04%,110.25,80.07
3703,-2.88%,-18.59%,-3.77%,-3.60%,20.89%,-,8.31
3704,-2.18%,18.80%,-6.16%,-14.19%,63.72%,11.15,8.56
3705,,,,,,,
3706,0.46%,-0.90%,-38.60%,-40.38%,-52.29%,12.55,6.59
3707,1.66%,-3.41%,-12.49%,-,-,40.58,29.77
3708,2.56%,-13.51%,-41.39%,-49.69%,-66.03%,4.00,1.71
3709,,,,,,,
3710,-30.25%,-49.85%,-50.00%,-49.60%,-,14.50,5.11
3711,,,,,,,
3712,,,,,,,
3713,-11.81%,-22.14%,-59.53%,-72.13%,-76.98%,74.89,37.50
3714,,,,,,,
3715,,,,,,,
3716,2.00%,5.75%,-26.18%,-46.50%,-64.19%,33.00,22.44
3717,,,,,,,
3718,-1.17%,-1.08%,-0.79%,-0.46%,-9.16%,-,23.72
3719,,,,,,,
3720,2.58%,1.18%,-0.78%,7.19%,18.74%,37.67,31.68
3721,2.13%,9.35%,14.99%,24.04%,44.77%,-,53.03
3722,4.56%,0.85%,-0.06%,4.32%,41.01%,19.26,17.82
3723,,,,,,,
3724,-6.05%,9.85%,-11.41%,-30.62%,79.75%,-,4.30
3725,2.35%,19.11%,10.40%,-3.99%,-6.14%,20.00,11.84
3726,4.72%,6.04%,-5.18%,-1.71%,16.55%,18.50,12.73
3727,5.35%,-3.65%,12.40%,65.77%,179.71%,149.83,130.90
3728,-10.51%,-8.70%,-27.65%,-26.29%,-14.84%,11.00,3.92
3729,3.94%,-5.55%,8.93%,22.49%,34.15%,-,8.50
3730,-1.40%,-18.81%,-12.78%,-42.05%,-55.47%,-,4.54
3731,,,,,,,
3732,-2.22%,-10.90%,-8.61%,-19.65%,-21.60%,28.50,26.11
3733,,,,,,,
3734,-11.00%,-9.00%,89.58%,16.29%,-17.27%,-,3.48
3735,-1.28%,3.48%,-0.08%,77.37%,95.08%,14.00,13.24
3736,,,,,,,
3737,1.33%,12.78%,-12.80%,-15.05%,-,43.00,16.62
3738,3.59%,20.37%,-17.20%,-30.11%,-20.25%,16.00,2.60
3739,,,,,,,
3740,-1.48%,-1.25%,-4.72%,-28.74%,7.75%,21.00,20.61
3741,4.91%,2.02%,6.06%,-,-,36.00,33.09
3742,,,,,,,
3743,,,,,,,
3744,-12.70%,-15.99%,183.63%,92.81%,148.15%,5.44,2.74
3745,,,,,,,
3746,1.37%,-0.35%,-4.64%,27.05%,45.00%,28.30,27.94
3747,,,,,,,
3748,,,,,,,
3749,2.27%,-2.68%,-7.73%,-14.62%,-,114.30,82.68
3750,-9.74%,-1.57%,123.51%,60.81%,94.48%,-,7.76
3751,,,,,,,
3752,-1.92%,-12.24%,-2.75%,34.60%,64.52%,9.00,4.51
3753,,,,,,,
3754,2.54%,5.22%,-10.83%,3.10%,39.53%,10.83,7.76
3755,4.06%,14.13%,8.17%,6.91%,26.53%,100.80,96.59
3756,-3.45%,-32.82%,11.00%,-18.22%,-13.86%,50.22,29.34
3757,,,,,,,
3758,-27.45%,-44.57%,-44.15%,-62.63%,-78.92%,8.62,1.51
3759,,,,,,,
3760,,,,,,,
3761,-1.75%,-4.95%,-8.38%,-9.38%,9.38%,14.50,15.80
3762,-14.90%,-34.08%,-33.83%,-62.22%,-32.70%,25.00,3.80
3763,-1.19%,-16.79%,-26.49%,-35.95%,-41.30%,24.00,5.72
3764,,,,,,,
3765,,,,,,,
3766,98.78%,51.63%,7.59%,-89.24%,-,-,2.79
3767,,,,,,,
3768,-4.56%,-23.75%,-5.68%,-16.65%,11.10%,30.89,16.42
3769,,,,,,,
3770,,,,,,,
3771,0.14%,0.29%,-2.54%,-31.04%,-39.76%,29.50,7.09
3772,,,,,,,
3773,2.96%,-5.27%,-21.42%,-34.05%,18.14%,6.00,5.25
3774,3.17%,17.81%,16.78%,-4.23%,0.78%,32.00,29.70
3775,-0.09%,-19.25%,4.67%,7.23%,-,18.75,10.68
